gene,undifferentiated,differentiated
Pdcl,377,274
Igfbp5,310,341
Zbtb38,384,267
Pop5,299,352
Kpna2rt,355,295
Mfsd14b,367,283
Rlf,394,256
Jmjd1c,424,226
Rbfa,288,362
Nt5c3,392,258
Ahcyl,376,273
Hlx,331,318
Anapc5,391,257
Pank2,392,256
Gm51400,323,325
Litaf,338,310
Unc119,320,327
Pacsin1,335,312
Eln,377,270
Sesn1,380,267
Cnot4,392,254
Galk2,380,266
Tor1aip1,384,262
Hmgxb4,392,254
Pnpt1,351,295
Lrrc4b,371,274
Irak1bp1,334,311
Mapk7,378,267
Fkbp2,321,323
Plbd2,351,293
Herc2,387,257
Arhgap35,336,308
Cdk5,326,318
Nkx2-5,426,218
Gm773,383,260
Stk4,397,246
Strip1,374,269
Rhox2e,311,332
Nup210,354,289
Otud4,391,252
Micu2,361,282
Commd1b,350,293
Rasa2,383,259
Ncbp2as2,331,311
Rbm33,396,246
Ufd1,376,266
Wwp2,335,307
Slc48a1,302,340
Sardh,371,270
Npm3,302,340
Taf3,406,235
Erg28,313,328
Haus3,426,214
Kcnb1,313,327
Nin,374,266
Csrp2,377,263
Hibadh,356,284
1110038F14Rik,320,320
Slc31a1,367,273
Trappc8,385,255
Yes1,395,244
Rapgef1,317,322
Epb41l1,437,202
Tbx2,490,148
Hira,359,280
Lix1l,357,281
Atf1,375,263
Nop9,331,307
Zfp428,322,316
Wdr11,363,275
Med8,319,319
Ifi27,287,351
Hgs,328,310
Cdk8,356,282
Gabpb1,376,262
Rsph3b,318,320
Nadk2,363,274
Nck1,392,245
Fosl2,334,303
Iah1,295,342
Srgap2,356,281
Niban1,227,410
Dnm1,347,290
Ino80,404,232
Gripap1,392,244
Topors,402,234
Sac3d1,353,283
Vps52,332,304
Sppl3,376,260
Tpm3-rs7,383,253
Commd8,387,248
Fam117b,357,278
Bclaf3,419,216
Slc4a8,382,252
Ibtk,350,284
Slc39a9,344,290
Lrp6,377,257
Kdm4a,329,304
Zkscan3,372,261
Chchd6,283,350
Gnl3l,372,261
Mul1,317,316
Arfgap3,356,277
Sgcb,334,299
Brpf1,362,271
Tagln3,390,242
Kpna6,352,280
Igsf9b,351,281
Epb41,351,281
9130401M01Rik,288,344
Psen2,306,326
Atg16l1,376,255
Fhip2a,318,313
Naxe,346,285
Ap3s2,329,302
Aarsd1,296,334
Golim4,394,236
Iscu,287,344
Atg101,332,298
Dmtf1,367,263
Plcl2,221,409
Sc5d,330,300
Plxnc1,355,274
Mmd,383,246
Eif2b1,328,301
Efcab14,362,267
Commd10,359,270
Spint2,362,267
Parn,352,277
Arl6ip5,347,281
Tmed3,309,319
Lin28b,424,204
Ptpn9,374,254
Daglb,329,299
Fbxo22,375,253
Med20,336,292
Ankrd13a,324,303
Slc10a7,381,246
Pggt1b,358,269
Nt5c,326,301
Gm27029,292,335
Timp2,333,293
Qser1,360,266
Tbl1xr1,390,236
Memo1,352,274
Rbbp5,353,272
Adrm1b,330,294
Xiap,374,250
Asph,358,266
Rfc5,387,237
Sult4a1,324,300
Eapp,340,284
Capn5,283,341
Zbed3,359,265
Pi4k2a,317,306
Ptprcap,312,312
Kctd3,358,264
Chordc1,376,247
Isca1,328,295
Ivd,354,269
Epn2,371,251
Ankrd37,368,254
Dhodh,364,258
Cstpp1,338,284
Stx4a,324,298
Snapc3,377,244
Kmt5c,360,261
Mthfsd,351,270
Necap2,338,283
Numbl,333,288
Dusp3,287,334
Arfgap2,317,304
Wdfy1,353,267
Cad,326,294
Enoph1,354,266
Smad2,350,270
Sft2d1,370,249
Txndc11,339,281
Snx10,377,242
Rps6kb1,340,279
Psmd9,331,288
Morn4,308,311
Rprd2,376,242
Nipsnap2,366,252
Ppp4r2,358,261
Lrif1,368,250
Stim1,299,319
Vamp2,300,318
Ccm2,298,320
Cdc42se1,352,266
Acbd5,397,220
Commd7,372,246
Ppan,384,233
Axin1,364,253
Sirt7,330,286
Clip1,377,240
Txndc12,354,263
Chmp3,375,242
Mrpl47,339,278
Bdh1,299,317
Ndel1,364,252
Hectd4,323,293
Tmco3,396,220
Dmxl2,353,263
Ttc5,360,255
Pex6,320,296
4833439L19Rik,318,297
Dab2ip,332,284
C2cd5,348,266
Tet2,382,232
Xlr3c,335,280
Tmem219,289,325
Pmm2,362,252
Pkd2,388,224
Slmap,362,250
Naa40,370,243
Iws1,407,205
Elp1,393,219
Noc4l,361,251
Vkorc1,306,306
Ap1s2,381,231
BC004004,308,304
Zfp869,342,269
Tnik,371,240
Fyb1,323,288
Arhgef12,384,227
Scaf8,408,203
Zmym3,388,222
Brd9,335,275
Neurl4,357,253
Rad1,328,282
Itsn2,377,233
Xrcc5,332,277
Trim32,295,314
Zfp385a,288,321
Polr1a,375,233
Ubl7,327,281
Dym,324,284
Tmem87b,363,245
Wipf2,351,257
Lactb2,324,284
Tmem201,342,266
Arhgef10l,310,297
Timm10,316,291
Syngr2,306,300
Ntpcr,305,302
Ankrd13c,326,282
Dpp8,351,256
Ramac,349,257
Tent4b,343,264
Dvl3,325,282
Ska2,367,240
Cplx2,373,233
Fam98c,340,266
Ppt1,341,265
Faap100,300,305
Exosc8,330,275
Acox1,303,302
Qsox1,329,276
Usp20,314,291
Tbc1d14,391,214
Nab2,342,262
Fndc3a,371,233
Ino80d,418,186
Rgs19,304,300
Mtpap,346,258
Nipa2,374,230
Sema4b,362,241
B4galnt4,379,224
Washc2,362,241
Sfi1,368,235
Tbcel,363,240
Smc5,401,202
Ndrg3,332,271
Slc25a20,267,336
Mkrn2,312,290
Cplane1,365,237
Unc93b1,327,275
Brd10,364,238
Tysnd1,330,272
Sharpin,306,295
Apoo,348,253
Eci2,290,311
Ankra2,362,239
Rras,248,353
Cbx8,309,292
2310057M21Rik,354,247
Lysmd2,349,252
Wrnip1,362,238
Get1,346,254
Rrp9,323,277
Thumpd3,337,262
Pithd1,318,281
Haus7,250,349
Prim2,373,226
Tox4,344,256
Pbx3,333,266
Asb6,284,315
Tmed8,350,249
Psmd10,312,287
Syn1,330,268
Galt,312,286
Tmem185a,330,267
Sav1,340,256
Glrx2,303,294
Tbc1d19,345,252
Sdhaf2,323,274
Uba5,317,280
Tamm41,340,257
Aco1,352,244
Egr1,335,261
Edem1,328,268
Srrm4,356,240
Lzts2,324,272
Pcgf2,320,275
Fbxo38,361,234
Plrg1,328,267
Foxk1,324,271
Mrpl46,314,280
Arhgap12,332,262
Rfxap,326,268
Rars2,337,257
Tlk1,370,224
Flvcr1,360,234
Gm38393,306,288
Usp6nl,334,260
Trim2,341,252
Mettl16,354,240
Ddx19a,346,247
Vac14,332,261
Rnf139,312,281
Ambra1,347,246
Hgh1,320,272
Osgep,308,284
Rnf208,349,243
A430005L14Rik,332,259
Gas8,330,262
Siah1b,349,242
Bltp1,345,246
Pja1,337,254
Erc1,396,195
Chchd4,325,266
Knl1,397,194
Crcp,321,269
Dcaf17,367,223
Dyrk2,367,223
Ttc21b,382,208
Ugcg,371,219
Klhl21,362,228
Pou2f2,381,209
Sntb2,356,234
Selenon,356,234
Map2,344,246
Akap1,334,256
Vps13a,362,227
Trappc2,305,283
Msl2,372,216
Sema6d,336,252
Zfp523,340,248
Limd2,322,266
E4f1,338,250
Incenp,376,211
Tub,461,126
Tmem134,273,314
Mast3,319,268
Mrps12,289,298
Ebag9,316,272
Ino80e,304,282
Polg,362,224
Rxrb,326,260
Nbeal1,352,234
Aldh2,326,260
Mllt3,344,242
Amph,328,258
Sos2,343,242
Ggps1,312,273
Smim10l1,272,312
Obsl1,340,245
Tpm2,375,210
Smurf2,373,211
Zfp318,377,207
Clock,362,221
Chid1,287,296
Mthfd1,309,274
Sgo2a,385,198
Smim29,294,289
Nhsl3,259,323
Tapbp,292,290
Txlng,382,200
Vti1b,298,284
Acaca,365,217
Plxna3,346,236
Echdc1,307,274
Rph3al,322,259
Cpeb2,347,234
Commd2,366,215
Thg1l,311,270
Stk38,341,240
Fen1,355,226
Adgrl2,374,207
Tmf1,360,220
Slc25a30,325,255
Hmg20a,344,236
Leng8,395,185
Slc7a6os,334,245
Gdap1,313,266
Snx15,343,236
Trim33,341,238
Troap,344,235
Usp31,375,204
Egln2,307,272
Anapc7,321,258
Ubash3b,302,276
Arhgef40,346,232
Arhgef7,342,236
Aasdhppt,320,258
Fam135a,327,250
Nr2c2,330,247
Smarcal1,339,238
Srfbp1,327,250
Mis18bp1,386,191
Ppp1r7,305,272
Ano10,298,279
Fbxo33,328,249
Crtc3,376,200
Trim47,312,265
Eps15l1,317,260
Pcnx1,342,234
Dlx2,386,190
Brap,318,258
Cep192,399,177
0610010K14Rik,308,266
Elf1,350,225
Rcc1,344,231
Fuca2,309,266
Pde4d,342,232
Glod4,307,267
Mitd1,321,252
Dpf3,309,264
L3mbtl2,326,247
Ccdc136,324,250
Nup37,380,193
Dimt1,330,242
Dnal4,296,276
Tmem39a,313,259
Aldh3b1,289,283
Unk,320,252
Mrpl16,286,286
Stx5a,331,240
Rnd1,248,323
Gas2l3,363,208
Pet100,328,243
Slc8a1,346,225
Pkn2,355,216
Orc3,317,253
Klf16,311,259
Sez6l,346,224
Efhd2,359,211
Ugdh,396,174
Prkci,324,245
Stard10,286,283
Gstz1,303,266
Cox19,306,263
Cdca7,328,241
Micu1,371,198
Cr1l,326,242
Dhx40,333,235
Ccnc,306,262
Ufl1,321,247
Otud6b,330,238
Sohlh2,308,260
Mamdc4,328,240
Ift22,299,268
Chpf2,338,230
Pus7,319,248
Aurkb,378,189
Gls2,319,248
Cfap97,332,234
Dcun1d1,332,234
Rap2a,312,255
Tut7,362,204
Zfp9,388,178
Actr3b,246,320
Arl5b,365,201
Tspan17,279,287
Pitpnm1,285,281
Slc5a3,397,169
Shisa5,315,250
Bola1,282,283
Slc20a2,364,201
Fam120b,305,260
Adprs,311,254
2410002F23Rik,360,204
Polr3e,306,258
Scamp5,286,279
Ckb,293,271
Ccnb2,330,234
Akt2,302,262
Tjp1,366,198
Cul7,321,243
Lmtk2,290,274
Tex2,271,293
Rbm12,338,225
Phlda3,291,272
Timmdc1,313,250
Gadd45g,287,276
Zcchc8,361,202
Dhx16,319,244
Prpsap2,338,224
Adipor2,307,255
Preb,316,246
Mtmr2,312,250
Skic3,331,230
Cdc26,315,246
Tgif1,329,232
Dip2b,290,271
Rhox1,279,282
Pdia5,279,282
Cacna1h,364,197
Slc35f5,315,246
Plekha5,344,216
Gm42742,294,266
Zfp260,319,242
Pikfyve,314,246
Cdc37l1,355,205
Ccnjl,292,268
Fam181b,316,244
Itsn1,325,235
Trp53i11,217,343
Hsd17b7,274,286
Ggt7,282,278
Orc2,285,274
Lsm10,317,242
Bok,329,230
Tatdn1,332,226
Ptprj,278,280
Nom1,352,206
Gm20431,292,266
Plekho1,333,224
Ube2v1,293,264
Mlkl,298,259
Snapc2,305,252
Tcaf1,324,233
Nat8l,298,259
Eif4e3,341,216
Tbc1d9,336,220
Spopl,322,234
Nup35,349,207
Cast,299,257
Magi1,308,248
Tns1,372,184
Jmy,376,180
Gzf1,313,243
Kbtbd2,320,236
Cir1,329,226
Gm49948,218,338
Cltb,306,250
Mrpl55,297,258
Srgap3,302,253
Parp6,343,212
Fbxl19,312,243
Morc3,342,213
Zbtb21,316,239
Zzef1,352,202
Tef,350,205
Add3,358,196
Mrpl41,327,227
Elovl1,300,254
Bicd2,292,262
Lsamp,258,295
Gtpbp3,274,279
Timeless,333,220
Itfg2,347,206
Rnf11,312,241
Scyl1,299,254
Gtse1,341,212
Dcaf5,328,225
Mrps33,302,250
Enkd1,267,285
Irf2bp1,293,259
Reep2,261,291
B3galt1,361,191
Brcc3,306,246
Zfp365,307,245
Tgfbrap1,318,234
6030458C11Rik,341,211
Smarca1,339,212
Tsc1,363,188
Paf1,346,205
Capn2,319,232
Rai14,345,206
Cdca4,356,195
Cdr2,339,212
Scyl2,307,244
Nrp1,308,242
Cep85,302,248
D030056L22Rik,350,200
Pstk,295,256
Btg1,286,264
Rgs7,341,209
Gpatch4,322,228
Ccp110,347,203
Ptpmt1,292,258
Atr,350,200
Bst2,250,300
Tprkb,310,239
Yod1,364,185
Scamp2,290,259
Tomm40l,276,273
Smyd2,302,246
Bcl2l13,301,247
Actr5,320,228
Stmn2,280,268
Stam2,293,255
Ppp4r1,298,250
Trpv2,226,322
Twsg1,315,232
Braf,336,212
Nat10,338,209
Map3k5,328,219
Mapkap1,274,273
Ddx28,294,253
Fam13c,304,243
Ttll3,306,240
1110059G10Rik,304,243
Sh3bp5l,302,245
Plxna1,305,242
Trappc9,278,268
Atg3,282,264
Eml3,315,231
H2ac25,284,262
Sik3,315,230
Pycr3,293,252
Gys1,277,268
Tor1b,323,222
Dicer1,348,196
Poglut2,293,251
Slc6a9,250,294
Chst11,292,252
Rad54l2,335,208
Sh3bp1,296,246
Prepl,296,247
Tex264,266,277
Rabgap1l,308,235
Gm57852,282,260
Abcf3,283,260
Mgarp,242,301
Yipf6,324,219
Sh2b2,320,223
Pagr1a,284,259
Rangrf,282,261
Prr14l,316,227
Ufm1,294,248
Abhd12,284,258
Hdac11,287,255
Afap1l1,321,220
Slc6a8,286,255
Acvr2b,347,194
Mcub,281,260
Rce1,303,238
Washc3,287,254
Hdac6,303,238
Kat2b,299,241
Plekha2,248,292
Surf2,295,245
4930453N24Rik,312,228
Gm49353,330,210
Tmem41b,301,239
Pold3,310,229
Map2k3,353,186
St8sia3,304,235
Enho,298,241
Magel2,292,247
Nlgn2,301,238
Gmeb1,344,195
Cdkn2aip,317,222
Kdm6a,334,205
Mrps11,277,261
Tm7sf3,311,227
Rptor,316,221
Zc3h4,306,232
Insm1,310,228
Map4k3,301,236
Trim24,311,226
Gmcl1,324,214
Washc4,313,224
Kif23,335,202
Wdr13,329,208
Bicd1,352,185
Pex14,278,258
Ccng1,271,265
Sez6,210,326
Gbe1,250,286
Dscaml1,276,260
Pigx,307,229
Dnajc13,305,231
Asb7,287,249
Ddx52,291,245
Pdcd10,316,220
Isg20l2,316,219
Dtnb,270,265
Hes1,354,181
Smg8,285,250
Keap1,326,209
Rnf185,233,302
Arhgap21,300,234
Cep120,313,221
Ubiad1,287,247
Rufy1,290,244
Surf6,298,236
Cables1,331,203
Mtbp,317,217
Gps2,293,241
Ccndbp1,331,202
Rnf168,324,209
G6pc3,295,238
Mical1,291,242
Naa30,285,248
Phf8,276,257
Rprml,275,258
Dennd4a,295,238
Klf9,304,229
Cox4i2,292,241
Slc27a1,280,252
Mapkapk2,268,264
Bcl10,296,236
Irf2,337,195
Rnf115,300,232
Zfp652,325,207
Mex3b,326,205
Zbed4,314,218
Tmem161b,291,240
Ntrk3,296,235
Josd2,252,279
Znrd2,296,236
Abt1,290,241
Samhd1,340,190
Ube2o,297,233
Nsmce3,298,232
Nsun5,303,227
Lcorl,267,263
Slc25a23,298,232
Insig2,290,240
Mapk12,314,215
Dlg1,286,242
Rab5a,298,231
Gm42715,332,197
Tm2d1,286,242
Taf5,321,207
Ttc9c,290,238
Serhl,277,250
Stx2,308,220
Aida,328,200
Bcl2l1,274,254
Pfkfb3,300,228
Hnrnph2,338,190
Cmc1,280,247
Actr8,293,234
Aatk,293,234
Rtn1,294,233
Tbc1d9b,284,243
Mast2,319,208
Fbxo45,296,230
Smim15,294,232
Fndc4,291,235
Utp20,333,193
Ank,271,255
Zcchc7,353,173
Ss18,324,202
Marchf8,343,182
Ptgr2,288,237
Ddah1,269,256
Timm22,299,226
Elmod2,336,188
Nebl,346,178
Slc45a4,270,253
Rbmx,316,208
Tmem168,320,203
Gstm2,266,257
Kin,320,203
Dpagt1,277,246
Mogs,303,220
Rtel1,333,190
Sgms1,298,225
Sord,282,241
Flot1,264,258
Bco1,219,304
Pfas,310,212
Fktn,290,232
Pcnt,370,152
Erich1,302,220
Slc25a36,288,234
Twf2,258,264
Gata4,282,240
Ipo13,268,254
Epc2,317,205
Dctn1,313,208
Slc25a51,322,200
Akr7a5,285,236
Rfk,262,259
Pcx,250,271
Cfap410,267,254
Ptdss2,259,262
Acvr1b,319,202
Rimbp2,354,166
Ppie,259,261
Mrps27,273,247
Creg1,259,261
B9d1,246,274
Cnnm3,333,187
Capn10,264,256
Zfp410,316,204
Anapc10,299,220
Tmem245,324,195
Ptges2,256,263
Cox10,239,280
Pbx4,318,201
Fbxl3,317,202
Btbd7,347,171
Stx8,304,214
Eci1,240,278
Dennd1a,315,202
Zkscan1,328,190
Exosc5,282,235
Tbc1d16,298,219
Scg2,296,221
Qtrt1,279,238
Med15,305,212
D630045J12Rik,274,243
Fam210a,297,220
Mib2,240,277
Slc26a4,320,196
Plekha6,309,207
Mphosph10,334,182
Ipo8,312,204
Dgkd,270,246
Arl5a,298,217
Emilin1,256,259
Ankmy2,285,230
Tmem164,306,209
Prex1,254,261
Gmppa,276,239
Scn3a,276,239
H2bc4,295,219
Rap2c,297,217
Zfp219,277,237
Siah2,264,250
Ift46,296,216
Msrb1,237,276
Gdpd1,237,276
Clu,247,266
Sulf2,316,197
Uqcc1,280,232
Crlf2,279,233
Scrn1,289,223
Usp32,314,198
Ube2f,248,264
Isy1,298,212
4921524J17Rik,284,226
Setd1b,300,211
Rnf38,306,205
Rcan3,295,216
Zfp64,286,224
Wdr3,317,193
Chmp1b,303,206
Spty2d1,283,226
Camsap2,325,184
Dnm2,248,261
Tmub2,282,227
Cog7,294,214
Atp2b4,345,163
Ank2,284,224
Map3k2,325,183
Chrac1,264,244
Trim11,296,212
Tex10,308,199
Ifngr2,268,239
Med14,287,220
Hddc3,249,258
Kdm3b,300,207
Sh3pxd2b,286,221
Rasa4,249,258
Telo2,256,251
Dhx32,285,221
Sesn3,251,255
Dync2li1,262,244
Tyw1,320,186
Gtf2e1,293,212
Cers6,297,208
Camsap3,268,237
Arpin,300,205
Rflnb,296,208
Asphd2,302,202
Prim1,325,179
Lmo2,290,214
Nol6,276,228
Ydjc,278,226
Tecpr1,269,234
Riok1,307,196
Clcn6,291,212
Plpp2,280,223
Gm45717,310,193
Abcd3,272,231
Clip2,280,223
Ift43,246,257
Prdm2,282,220
Stx18,251,252
Med4,290,212
Exosc2,298,204
Naaa,283,219
Ncapg,322,180
E130308A19Rik,303,199
Suz12,286,216
Cenpm,287,215
Pknox1,302,200
Zbtb46,301,201
Tex13b,332,170
Ro60,273,228
Smim11,289,212
Mepce,270,231
Borcs6,278,223
Bcl2,293,208
Cald1,339,162
Gng2,292,209
Clk3,267,234
Ip6k1,290,210
Uqcc6,240,260
Nudt14,260,240
Hilpda,236,264
Cacna1b,292,208
Gpn3,298,202
Aph1a,264,236
Dennd1b,324,175
Mrpl19,260,239
Prkar1b,225,274
Ankle2,265,234
Zfp263,268,230
Slc35b3,352,146
Nudt2,284,214
Hlf,293,205
Mob1b,303,195
Katnbl1,297,201
Sbk1,280,218
Tbc1d22a,283,214
Ncoa1,269,228
Pcyt1a,293,204
Saal1,284,213
Mtcl2,289,208
Selenbp1,215,282
Ccdc43,272,224
Fut8,268,228
Mpv17,236,260
Rfx3,297,198
Pde12,261,234
Tpst2,260,235
Sp6,320,175
Heca,293,202
Zfp787,282,213
Opa3,260,235
Mcam,270,224
Unc80,285,209
Kif1a,240,253
Bckdha,286,207
Syt17,331,162
Il23a,265,228
Zer1,297,196
Zfp646,296,197
Ppp2r3a,293,200
Ptpn12,302,191
Anapc15,267,226
Rcan1,259,233
Hrk,288,204
Mosmo,281,211
Hacd2,267,224
Maip1,265,226
Faap20,248,243
Brwd3,308,183
Rpp30,286,205
Nudt19,296,195
Coq2,286,204
Cinp,252,238
Spryd3,219,271
Mnt,313,177
Mgat3,295,195
Zfp770,276,213
Cpne5,304,185
Zfp512,292,197
Osbpl2,274,215
Pik3c2a,312,176
Fam3a,270,219
Atp8b2,275,214
Mospd2,285,204
Zhx1,302,186
Mapk10,289,199
Marveld1,257,231
Ica1,248,240
Fdx1,214,274
Immp1l,280,208
3110082I17Rik,278,210
Map6,284,204
Dipk1b,265,222
Rhbdd2,269,218
Msl3,281,206
Osbpl9,275,212
Zfp512b,282,206
Trnt1,288,198
Rab24,249,238
Amn1,291,196
Tbc1d13,267,219
Dhx57,282,203
Casd1,274,211
Zbtb11,276,210
Ankrd46,246,239
Arxes2,255,230
Crat,238,246
Sppl2a,298,186
Arhgap10,274,210
Sike1,266,218
Bicdl1,289,195
Zfp12,294,190
Clk2,273,211
Insr,306,178
Csnk1g1,285,198
Acot2,178,306
Ift122,248,236
Secisbp2,275,208
Map3k1,321,162
Avl9,281,201
Meaf6,300,182
Ints8,294,188
Pptc7,241,241
Fam193b,318,164
Togaram1,264,218
Ogfod3,279,203
Usp42,271,211
Rnf8,290,192
Ace,277,204
Slc35a1,300,181
Wdr37,281,200
Mbd1,295,186
Tor3a,249,232
Ppp6r2,261,220
Itgb1bp1,269,212
Ranbp10,273,208
Med11,253,228
Atp1b1,238,243
Dusp12,277,204
Fam98a,280,200
4933434E20Rik,278,203
Dus1l,268,212
Lsm11,294,186
Eipr1,252,228
Rhox2b,220,260
Samd4,282,198
Arfgef2,280,200
Cybc1,276,204
Klhl20,294,186
Nol10,283,197
Nrf1,278,201
Mroh1,271,208
Pimreg,293,186
Itprid2,264,215
Ebp,246,233
Zdhhc7,237,242
Yars2,281,198
Adgrb2,248,230
Uqcc5,298,180
Akap17a,284,194
Exoc2,246,232
Fads6,269,209
Zfp821,274,204
Gnpnat1,249,228
Mcu,235,242
Dcaf6,286,192
Mdc1,296,181
Lpp,236,241
Timm29,261,216
Pex16,207,270
Apmap,245,232
Casp8ap2,328,149
Trafd1,279,198
Fam43a,222,255
Isca2,243,234
Nicn1,279,198
Resf1,308,168
Abca7,292,184
Hint3,238,238
Cdk5rap2,312,164
Mlycd,214,262
Hipk3,306,170
Slc35c1,260,216
Zfx,283,193
Clip3,283,193
Tbc1d12,276,200
Synrg,276,200
Msantd3,263,212
Dmxl1,268,207
Ethe1,231,244
Pop7,267,208
Maml3,295,180
Zfp617,272,203
Elk1,238,236
Zfp687,292,183
2310009B15Rik,236,238
Mfsd11,231,244
Btbd3,269,205
Npat,254,220
Ing3,284,190
Atraid,258,216
Alg11,274,200
Ppp2r1b,288,186
Ccdc62,276,197
Ralgapa2,301,172
Smpd1,234,239
Lrrc14,237,236
Rgl1,274,199
Slc25a32,290,184
Kif5a,292,181
Suv39h1,315,158
Foxj2,243,230
Ttll1,258,215
Slc19a2,268,204
Frmd4b,328,144
Bin3,254,218
Cenpc1,298,174
Plk2,263,209
Prpf3,265,206
Msh3,269,202
Abcb8,227,244
Mtg1,229,242
Derl2,239,232
Clptm1,256,215
Maoa,268,202
Trim23,285,185
Haus8,281,189
Rnf19a,269,201
Inpp5a,212,258
Vcl,278,192
Abhd5,276,194
Mccc2,272,198
Tom1l2,284,186
Wrn,298,172
Bend4,272,197
Them6,251,218
Klf11,268,200
Exoc1,255,213
Glt8d1,278,191
Adnp2,252,216
Eri3,252,216
Slc11a2,246,222
Mier1,308,160
1500009L16Rik,304,164
Hoxc9,283,185
Poc1b,299,169
Setdb1,285,182
Dera,250,218
Rab35,265,202
Slc9a6,230,237
Ltbr,240,227
Hsdl1,244,223
Zbtb10,295,172
Rab8b,270,196
Dpf1,251,215
Znhit2,238,228
Tm2d3,238,228
Esx1,251,215
Spdl1,292,174
Zfp692,317,149
Ptrh2,236,230
Lztr1,243,222
Pmf1,266,199
Ddt,200,266
Rpap1,298,167
Klf3,264,201
Mpdz,286,179
Cog2,258,207
Kdsr,297,168
Iftap,236,228
Sirt1,294,170
Spryd7,262,202
Galnt3,175,289
Exosc6,255,209
St3gal2,247,217
Nufip1,287,177
Vps53,256,208
Zfp503,221,242
Sertad4,311,152
Pip4p1,233,230
Gan,304,159
Rgl2,253,210
Mfsd5,272,191
2900026A02Rik,263,200
Nphp4,271,192
Bckdhb,235,227
Fhip1b,258,204
Cdc25a,309,153
Bad,241,221
Akap13,286,176
Tsr3,236,226
Tjap1,244,218
Slc25a25,246,216
Ccdc86,226,236
Tbce,258,203
Creb3,233,228
Cept1,242,219
Cog4,240,221
Iqcb1,264,196
Sap30bp,247,213
Acsl6,247,213
Pdhx,240,220
Nabp1,220,240
Ofd1,275,185
Abraxas2,261,199
Vps11,246,214
Lef1,259,200
Dnajc3,260,199
Gtf3c3,272,188
Tbc1d4,293,166
Slc35a3,284,175
Tada2a,296,163
Qng1,214,245
Gpr137,230,229
Larp1b,228,230
Zfp180,251,207
Mapre3,254,204
Hpca,264,194
Grik5,270,188
Eif2ak1,256,202
Agpat4,237,220
Ptpn4,325,132
Taf12,251,206
Med22,264,193
Dhrs1,215,242
Psmb10,236,221
Mboat7,250,207
Myo9b,261,196
Tmem192,207,250
Rap1gds1,248,209
Tulp3,258,198
Macir,269,188
Cc2d2a,327,129
Hcn4,232,224
Cdh22,272,184
Tubgcp2,245,211
E2f3,272,184
Gm38431,234,222
Galnt11,244,212
Dennd5b,275,181
Slc24a5,218,237
Mis18a,301,154
Herc4,306,149
Dnajb2,219,236
Snip1,252,203
Mknk1,212,243
Cul4b,246,209
Diaph1,292,163
Arhgap39,253,202
Scaper,282,172
Mtmr14,264,190
Pdp1,320,134
Rassf1,254,200
Chfr,298,156
Gnpda1,258,196
Uck1,213,241
Mthfr,277,176
Prelid2,224,230
Cyp20a1,286,167
Mplkip,269,184
Cdc7,258,195
Gadd45a,202,250
Srcap,299,154
Snx14,245,207
Auh,265,187
Pi4k2b,264,188
Rtn2,244,208
Phaf1,266,186
Timm23,261,191
Rcc1l,261,191
Zfp574,267,185
Pgs1,227,225
Cars2,275,177
Coq3,238,214
Cfap418,258,193
Coa6,253,198
Prr3,266,185
Gpatch2,267,184
Akap17b,255,196
Proser1,287,164
Zfp120,273,178
Tmed5,253,198
Dap,240,211
Tars2,254,196
Sanbr,255,195
Ptgds,154,296
Pola1,271,178
Eef1akmt1,225,224
Samd14,260,189
Ncoa4,257,192
Tmem60,265,184
Hook1,265,184
Zfp608,290,159
Pigs,231,218
Gpatch1,268,180
Lrrc73,166,282
Ankib1,258,190
Gas2l1,237,211
Klhdc8b,242,206
Cacng3,238,210
Taf1b,261,186
Steep1,276,172
Mrps18b,223,224
Slc15a4,241,206
Ttk,288,159
Arhgdig,234,213
Edem3,242,205
Trappc6a,241,206
Fam222b,255,192
Rybp,281,166
Spr,234,212
Aak1,274,172
Tbc1d20,247,199
Tor2a,207,239
Nfkbib,244,202
Tspan9,174,272
Zfp654,290,156
Rnaseh2b,264,182
Klc2,240,205
Src,243,202
Ncapg2,285,160
Acaa2,196,249
Asb1,239,206
Slc9a1,244,201
Rapgef5,306,139
Trip11,288,156
Chpf,243,201
Man2c1,252,192
Ercc3,228,216
Kti12,236,208
Fiz1,237,206
Anln,312,131
Anks1,270,173
Tap2,238,205
Prdm4,278,165
Fhl3,226,216
Senp3,252,192
Wdr73,235,208
Trpm2,282,160
Cep78,279,164
Dis3,245,197
Wdr46,242,200
Terf1,277,165
Pot1a,280,162
Prkce,246,196
Ttc7b,249,193
Exosc9,226,216
Slc39a11,243,198
Stag1,292,149
Fzd3,260,181
Cyld,280,160
Ccdc71,248,192
Daam1,246,194
Commd6,227,212
Sft2d2,213,226
Kif20b,287,152
Lrrc3,223,216
Etv6,253,186
Hebp1,250,188
Magi3,242,196
Atxn1l,256,182
Mcm3ap,253,185
Zfp771,237,201
Asb3,255,182
Zmym5,255,182
Zfp955b,294,144
Pick1,250,187
Hscb,235,202
Pcyox1,240,197
Setd6,257,180
Etaa1,280,156
Ubac2,236,201
Lancl2,222,215
Trim71,277,160
Cacul1,263,174
Zfp280b,274,163
Tmcc1,294,142
Dnm3,317,119
Il6st,213,223
Cblb,256,180
Acer3,231,205
Umps,253,183
Pacs1,243,193
Rbck1,242,193
Fggy,193,242
Dchs1,263,172
Arl13b,272,163
Pard6a,212,223
