gene,undiff_rep1,undiff_rep2,undiff_rep3,diff_rep1,diff_rep2,diff_rep3
Dact3,1398,1293,1612,2257,1694,1649
Creb3l2,1825,2072,2246,1891,1873,1771
Atr,2762,2202,2586,2426,2053,2234
Sf3b6,1830,2285,2361,2058,1574,2009
Col4a3bp,2432,1871,3140,1744,952,1643
Mmadhc,1996,2051,2195,1480,1647,1397
Srpk2,1121,1441,1495,1832,2750,2820
Tbcb,2286,2000,2512,1700,2293,1698
Zmym3,2171,2270,2224,2561,2771,2569
Atp2b4,1719,2061,1438,1536,2760,2242
Baz1a,3035,2503,2793,1264,1151,1018
Nnt,1516,2197,1539,2478,1913,2502
Ogdhl,1679,2050,1894,1800,2913,1747
Pex3,2036,1440,2083,1725,2168,2147
Arfgap1,1969,1878,2949,1657,2186,1684
Ciao1,3087,2232,2217,1620,1732,1612
Slc20a1,1847,2681,2180,1009,1760,1510
Naa20,2628,2428,2093,1304,2013,1413
Nkiras2,1838,1634,1608,3030,2702,1717
Foxj3,1413,1743,2184,1522,2188,2240
Eif2ak1,1592,2166,3565,2189,2558,1533
Bin1,2114,1567,1622,1450,2903,2318
Nln,1983,1887,1967,1747,2172,1914
Ralbp1,2248,1806,2513,1512,1710,2355
Snrpb2,2805,1990,2160,1441,1316,1829
Syf2,1891,1924,2103,2209,1801,2084
Armc1,1851,2176,1688,1562,2470,1497
Glul,1472,2107,1806,1628,1374,1255
Zpr1,2402,2832,2634,1044,2153,1571
Gnptg,1589,1748,1576,1602,3245,2131
Tprgl,2072,2596,2260,2545,1707,2172
Spop,2223,2570,1969,2105,2020,1433
Stbd1,900,938,1229,2588,4437,2586
B4galt5,3074,2659,2807,1717,1788,1773
Yipf6,2378,1538,1706,2105,1907,2129
Rprd1b,2598,2904,1949,1774,1540,1763
Pdrg1,1509,1993,2308,2114,2408,2913
Tmem87a,1826,1657,1983,2059,1688,1926
Ints13,2100,1580,2271,1765,1602,2237
Chmp2a,1613,1628,2053,2948,1835,3258
Id1,2782,2692,2874,557,674,520
Gid8,2082,2349,1925,1366,1740,2222
Nelfa,2317,1789,1784,1953,1740,2241
Pik3ca,2036,1836,1511,2867,3156,1406
Uph,1492,1788,1848,3337,3238,2553
Plxna4,3029,2412,3000,1653,1726,1339
Rhox2f,1978,2007,1989,2276,1670,1892
Tmem129,1187,1863,1503,3298,2386,1933
Map3k5,1889,2414,2083,1414,2038,2406
Eps15l1,1998,1714,2151,2137,2351,2134
Zeb2,2816,2622,2366,1739,1586,1685
Surf6,2196,1874,2869,1424,2900,1452
Sh3bp5l,1950,2107,1769,2127,1839,1999
Lsm6,2298,2117,2752,1424,1742,1438
Ndrg3,2063,1767,1727,1820,2327,2103
Galnt7,2216,2667,2377,1544,1676,1939
Lama5,1569,2178,1652,3358,3028,2115
Vps4a,1726,1434,2164,2026,1439,2389
Dcaf5,1957,1545,1432,2084,2724,2433
Lsg1,2069,1915,2167,2176,1709,1637
Nol10,1736,2909,2507,1725,1300,1005
Acadl,1933,1481,2025,2538,3845,2395
Gtse1,2410,3097,3329,1398,1234,1348
Exosc4,2030,1736,1976,2018,1877,1814
Stk3,2117,1531,2438,2287,1665,2192
Denr,2905,2384,2951,1403,2082,1674
Bsdc1,1905,1288,1551,2617,2265,2253
2017-03-05 00:00:00,1810,2282,2867,1767,2051,2063
BC031181,1764,2103,2401,3037,2474,2351
H2afv,1639,2615,1972,2323,1757,1991
Ift172,2033,1254,1478,3298,3971,2494
Cep68,2174,2651,1854,2249,2349,2509
Nt5dc3,2590,2388,1982,2464,1954,2378
Rbbp5,1779,1369,2016,1869,1834,2516
Mgat2,1438,3076,2193,1381,1608,1873
Fam32a,2442,2496,1734,2818,1850,2387
Wipf3,2274,1856,2450,1815,2403,1076
Ppan,2414,2494,2937,1652,1701,2113
Elovl4,2035,1585,2378,1249,1867,1729
Mybl2,3380,2933,3402,1520,922,946
Mrpl48,2231,2091,1919,1988,2862,1950
Rpl13a,1369,2031,1735,2250,1847,1980
Srek1,2602,1844,2892,1676,1668,1906
Gm2a,1165,1273,1298,3137,2379,2656
Chordc1,2059,1894,1966,1787,1424,1746
Pias2,2917,2283,2523,1022,1446,1826
Scg2,1626,1547,1857,2185,2999,3009
Slc12a9,1879,2018,1535,2173,2462,1984
Rab8a,1431,2446,2694,2120,2193,1338
Ndc1,2631,2916,2156,1066,1673,1781
Rprd2,2251,2178,2392,2057,1764,2225
Zeb1,1599,1990,1653,2214,2200,2700
Tspan18,1527,1529,1722,1222,2433,2418
Mak16,2139,2445,2092,1687,2365,1307
Ncapg,2013,1837,2113,1201,1793,1149
Trib1,1318,1261,1020,2241,2470,2502
Cxx1a,1876,1486,1522,2417,2752,1974
Rnf168,2705,2599,2703,1149,1128,2524
N4bp2,1750,1842,1916,2163,2177,1845
Utp11,2205,1882,2995,2196,2249,2317
Stk16,2278,2023,1981,1702,1702,1826
Mrps18a,1908,2039,1856,2293,1642,2003
Lamtor1,2113,2373,2176,2224,2366,1605
Snhg1,2456,1431,2257,1674,1859,2394
Ostm1,1905,1403,1616,1801,1901,2420
Xrn1,2234,1433,1911,2024,1811,1960
0610010F05Rik,1766,2339,2293,2117,2181,1815
Zadh2,1487,1177,1356,1963,2457,2665
N4bp1,1334,1669,1997,1795,2399,1556
Cep83,2221,1829,2172,1672,1841,1712
Bloc1s6,2352,2215,1837,2253,2309,1921
Nans,3461,2141,2324,1601,974,1393
Fbxl5,2210,2212,1710,2633,1890,2044
Snx9,2414,1878,2447,2053,1582,2614
Trnt1,2228,2321,1674,1893,1963,1842
Eno2,841,1070,748,2871,3910,2932
Zfp365,2399,2927,2274,1188,1367,1128
Susd6,1749,1264,1195,3452,1972,2573
Itgb5,1366,1471,1331,1973,1799,2428
Exoc2,2188,1820,1493,1891,1597,2037
Mfsd1,1697,1461,1982,2018,1749,1348
Serinc5,1058,1652,1078,2080,2787,2268
Slc25a20,1294,1662,1472,2559,1934,1943
Fbxo38,1346,1985,1614,1898,1863,3056
Emc2,1561,1557,2392,1958,1841,1565
Miga2,2529,2128,1548,2609,1723,1670
Zfp704,1370,1532,1056,2555,2183,2745
Ptprg,1789,2063,1295,2242,2109,2199
Arl8a,2204,1629,1458,2637,1737,2132
Cxx1b,2014,1809,1358,2511,2131,2236
Yes1,1741,2701,2105,2275,2409,2175
Myadm,1907,1388,1289,1913,3467,1843
Mrpl10,2090,1810,1863,1747,2113,1877
Clcn4,1821,1716,1760,2543,2334,2148
Rap1gap2,1834,1297,1848,2068,2910,2268
Pgs1,1597,1932,1593,1736,2162,1685
Tpd52,1386,2131,1366,3311,2673,2304
Ndufab1,2123,1833,2131,1651,1495,2273
Rnf41,2171,1877,2445,2429,1968,1909
Rnf19a,1588,2099,1489,2316,1604,2907
Cisd1,2022,2286,1792,1838,1759,1298
Ttc1,2317,2025,2187,2077,1693,2528
B4galt1,2359,1722,1835,2016,2579,1434
Btbd10,2413,2058,2077,1487,1730,1903
Actl6a,2994,2386,3247,1819,1521,1060
Rap1gds1,1707,2073,1593,2050,1957,2138
Polg,2177,2331,2598,2090,1758,1856
E2f1,2376,2651,3106,1737,1960,1845
Abcf3,1865,1412,1799,1805,1781,2206
Sacm1l,1782,2258,2893,1281,2476,1394
Mul1,2812,1900,2355,1761,2808,1627
Fgfr1op2,1755,1823,1914,2388,1897,1819
Zfp629,1495,1649,2286,2002,1792,2076
Zfp644,2110,2166,1997,2018,2197,1449
Ndfip2,2574,1810,1181,1419,2363,1955
Tmem109,2145,2363,2203,1942,1784,1520
Ints11,2644,1835,2047,1698,1348,1981
Elmsan1,1623,1816,1351,1659,1804,3183
Mapk10,1479,2010,1824,2921,2246,2511
Pan2,1628,2247,1665,2245,2346,2896
Ddx10,2086,2009,1824,1738,2273,1271
Cdc25a,3839,2829,4048,1084,1210,1381
Vamp2,1328,1531,1997,2098,2420,1887
Add3,2753,2007,2683,1759,1817,1646
Mettl16,1832,2204,3002,1839,2027,1625
Spryd3,1988,2572,1646,1739,1600,1745
Crls1,2313,2208,2763,2006,1639,1861
Uap1,2340,2709,1738,2342,2122,1576
Cdk5rap3,1977,2470,1562,2108,1364,1974
Rev1,1644,1767,2349,1870,1935,2029
Nol12,2230,2208,1963,2176,2080,1396
Ap3m1,1497,1663,2434,2067,1715,2122
Arrdc3,2036,963,1203,2861,2176,2547
Ercc6l,2599,2231,3028,1234,1086,1170
Polr2g,1928,1705,1857,1836,2241,2564
Noc4l,1868,3092,2011,1403,2016,1921
Cpsf7,1831,2028,1903,3177,1696,1748
Wdr13,1117,1365,1306,2399,3319,2082
Polr3e,2665,2224,2300,1863,1740,1975
Crnkl1,2004,1840,2048,1632,1793,2230
Nlk,1843,1718,1936,1906,1939,1966
Inafm2,1394,1553,1501,1594,2868,2766
Gosr1,1608,1318,1851,2084,2328,1469
Pogz,2346,1694,2486,2795,1823,1849
Ncbp2,1920,4150,2494,1639,1503,1447
Cldn12,1159,1794,2625,1903,2554,1632
Zfyve16,1861,1701,1769,2432,1723,2180
Rbm14,1846,2553,2402,1732,1902,2125
Tmcc3,1535,1400,1854,2262,2153,1679
Kif20b,3062,2643,3199,985,1162,1328
Nub1,1391,1884,1853,2190,2786,2744
Aco1,2314,1488,1970,2334,1702,1514
Tbl1xr1,1595,1584,1746,2029,1835,2321
Crat,2332,1663,1667,2833,2811,2168
Sec61g,2700,2026,2134,1851,2233,1531
Slc25a33,1699,1691,1417,1915,1449,1799
Nup54,2056,2244,1725,1735,1857,1143
Impdh1,1609,2240,1528,2574,2499,1997
Aldoc,552,567,686,2453,2576,2817
Ptcd2,2503,2442,2135,1609,1821,1326
Mrpl13,1733,2707,2702,1288,1634,1591
Fam171b,1573,1202,1283,2595,2727,2731
Rdh11,1390,1853,1873,2345,1593,2656
Stk24,1730,1893,1749,1856,1743,1775
Clec16a,1245,1932,1221,1825,1882,2080
Znrf2,2671,1722,1751,2148,2546,2624
Rrp1b,2423,2323,2196,1046,1350,1312
Camk2n1,2201,2845,1889,2079,1836,1963
Pabpc4,2185,2395,1932,1245,1428,1305
Mrps6,2708,1700,2481,2139,1683,1596
Washc4,1243,1856,2084,1824,1801,1929
Pikfyve,1837,1929,2012,2667,2419,2510
Tmem55a,3277,2018,2666,2011,1324,1674
Nfyb,2013,2187,1865,1774,1815,2004
Als2,1808,2161,2002,1346,2143,1963
Tmem201,2314,1875,2028,1714,2057,1496
Sec61b,1886,2115,2005,1829,1275,1503
Yrdc,2269,1998,2267,1355,1569,1593
Msl2,2163,1932,1539,2448,1923,1894
Uqcr11,2205,2087,2009,1468,2043,1686
Diras2,1237,985,1153,2397,3377,3778
Creld1,1233,1280,961,3886,2610,2338
Lztr1,1736,2268,2138,2165,2572,1876
Tmcc1,2120,1558,2493,1488,2306,2120
Cenpa,3198,1933,2833,1297,1036,1142
Spry2,2323,2168,2762,2140,1541,1868
2310035C23Rik,1867,1531,2196,1501,2084,1707
Strn,1250,2744,2160,1822,2099,2453
Ube2o,2082,1411,2447,2108,2150,1975
Cyp2s1,779,542,625,3070,3389,2884
Mtmr9,1601,1729,1494,2100,2281,2080
Gata4,1578,2739,2670,1253,1500,1290
Mtfr1l,1550,2197,1826,2429,1658,1885
Taok3,1988,1864,2019,2437,2691,2254
Lemd3,1609,2058,2190,2435,1946,2843
Drap1,1885,2579,1813,2147,1658,1473
Vta1,2075,1452,1975,2221,2074,1988
Rbsn,2281,1925,1509,1863,2880,1963
Leng8,1907,2466,1931,2119,1939,2376
Dad1,2124,1796,2102,1414,1487,1680
Aph1a,1765,2066,2249,2033,1986,1639
Plekhh3,2164,2006,2252,1815,1876,2299
Fkbp3,2561,2640,2221,2040,1456,1647
Rc3h1,1875,1867,1820,2350,1996,1328
Cactin,1607,2874,2114,1500,1749,1302
Taf5l,1714,2165,1949,1705,1956,1817
Bves,2104,2294,1753,1724,1961,2177
Taf4,1957,1851,2330,1138,1923,2068
Terf2ip,1994,1491,1396,2046,2271,1879
Micu2,1796,1477,1456,1550,1878,2388
Stag1,2350,3048,2332,1286,2047,1680
Tmem165,2064,1221,2171,1615,1655,1688
Tiprl,2268,1506,2276,1785,2052,2223
Uchl5,2016,2712,2245,1642,1955,1175
Nudcd1,2005,2188,2595,1840,1813,1659
Itsn2,3067,1200,2134,1560,1674,1707
Gramd1b,1098,1276,1854,2725,1505,2640
Cdk13,1711,1770,2042,2532,1876,1807
Asb1,2310,2364,1908,1440,2050,2175
Fem1a,1622,1196,1354,2967,2187,2258
Sord,1578,1669,2291,2244,1790,1973
Zc3hc1,1507,2312,2281,1820,2410,1485
As3mt,1990,2071,2306,1949,2336,1750
Ip6k1,1970,1399,1493,1923,2226,2071
Mrpl3,2654,1967,1710,1793,2247,1774
Edrf1,1975,1514,2496,3031,1585,1633
Hspa13,2233,2357,1854,1389,2431,2301
Scyl2,1400,1568,1099,2101,2051,2825
Galnt3,608,739,662,3076,3934,3554
Rbm15,1743,2272,1577,1376,1709,1906
Magi3,1607,1338,2000,2216,2167,1710
Pcnt,2860,2443,3034,1216,1521,1426
Esrra,2366,2194,1382,2476,2106,1820
Tmem120a,1801,2334,2289,1577,1544,1547
Ddah2,1803,1881,1435,2780,2190,2609
Ttc37,1934,2571,2352,1578,1322,1549
Cpeb1,1375,1757,1339,1900,1799,1810
Trim67,1823,2128,1464,2140,2326,2789
Bend3,1786,2059,2728,1247,1700,1492
Hagh,1401,1266,990,2358,2640,2926
Fosl2,1271,1345,1187,2607,2352,2336
Prrc1,1690,1866,1895,1851,1819,2158
Ash1l,2182,1639,2260,1799,2330,1550
Itpa,2132,2234,2401,2237,1876,1253
Tiam1,2144,1871,3216,1415,1902,1316
Tubgcp2,1683,1988,2701,1297,1111,2221
Evl,1835,2292,1774,2494,2144,2594
Prim1,2158,2142,2458,1015,1076,1490
Emilin1,1497,1454,1429,1630,2500,1753
Fuca2,1777,2004,1874,1659,1735,2012
Abcc5,1800,1770,2532,2160,1706,2181
Vps8,1339,1863,2044,2242,2086,2144
Hmbox1,1285,1330,1678,1872,1731,1744
Gpd1l,1992,2104,1707,1750,1833,1886
Zhx1,1810,1565,1071,1640,2158,2898
Xkr7,2140,1750,1981,2039,1696,2124
Dnaaf5,2261,1755,1684,1953,1770,2061
Pik3c2a,2372,1792,2007,1789,2162,1948
Uba6,2144,2282,1612,1725,1932,1602
Ccdc124,2253,3156,2583,1858,1636,1469
Ppp1r14c,1453,1794,1682,1998,1870,2709
Snw1,1695,2617,1804,1559,2123,1623
Pcyox1,1347,1503,1549,2744,2339,2433
Ccp110,2524,1868,2214,1058,1357,1578
Hmgxb3,1958,1912,1869,1555,2199,2045
Ntmt1,1814,2280,1591,2244,1984,2440
Map3k4,1737,2293,1941,1682,2049,1622
Vma21,2251,1734,1492,1309,1674,1772
Rpap3,2250,3219,2130,1182,1593,1437
Washc2,1962,1645,2055,1858,1897,1735
Snx6,1841,1542,2031,1916,2508,1916
Dhx16,1882,1908,2288,1354,1878,1661
Pdcd4,973,1517,1475,2668,2351,2874
Usp3,1831,1809,1752,1588,1979,1824
Akirin1,2009,2198,2942,1305,1957,1978
Pycr1,1263,898,1200,2403,1820,2543
Crebzf,1813,1949,1366,1169,1533,2129
Nup43,3416,2238,1540,1331,1417,1458
Fam76a,1605,2092,1316,2054,2291,2190
Ank2,1249,1205,1292,1809,1683,2625
Stx7,1656,1957,1165,1412,2135,1505
Taf9,1671,1837,1582,1733,1700,2023
Gpkow,1910,1477,2111,1994,1619,1767
Actr3b,1981,1085,1041,3227,1785,1959
Romo1,2297,2437,1960,1653,1708,1664
Suz12,2434,2496,2528,1485,1327,1538
Timm29,2066,1633,2282,1501,1875,1680
Spg11,1915,2292,1952,2168,2353,1840
Arel1,1829,1505,1199,2733,2529,1299
Tmem234,1743,1768,1499,1778,1606,1577
Mtf2,1982,1670,2751,1635,1616,1584
Slc23a2,1973,1774,2561,2241,2122,2315
Orc4,2160,1885,1697,1862,1495,2547
Magt1,1793,1764,1968,2679,1961,1906
Spag5,2596,2101,2622,1782,1183,1446
Mgat3,948,1636,1281,2271,2577,1877
Ppil4,2381,2488,2308,1616,1950,1784
Nlgn2,2001,1150,1118,2117,2235,2598
Ech1,1835,1560,1598,1864,2476,1634
Zrsr2,1992,1631,2343,2216,1520,1758
Rsph3a,1337,1688,1514,1993,2143,2276
Mfhas1,1341,1088,1152,2093,2355,1839
Polr2l,1933,2266,3034,1107,1345,1469
Rpap1,2342,2136,1781,1451,1544,1169
Kctd3,1601,1701,1499,2193,2365,1299
Kif1bp,2001,2036,1310,2132,1806,2159
Tmem222,2195,1513,1647,1259,2016,2225
Lrwd1,1425,1910,1983,1702,1667,1287
Tmem263,1763,1785,1444,2213,2286,2012
Syap1,1488,1692,2057,2251,1927,2115
Klhdc3,1424,1934,1874,2324,2050,1952
Spata2,1197,1301,1483,2545,2483,2381
Surf1,1603,1462,1301,3125,2060,2609
Fbxl14,2395,2252,1877,1484,2158,1826
Lrrc42,1347,1811,2340,2351,2081,1870
Zc3h7a,2311,2257,2310,1526,1895,1753
Inpp5a,1862,1647,1408,2162,2643,3720
Kcnab1,1346,1147,1485,3385,2351,2899
Elovl6,1779,1431,1842,2451,2295,2051
Nsmce1,1846,1726,1961,1612,1622,1581
Eif4ebp2,1607,1790,2142,1851,1348,1662
Vps13d,1669,1083,1658,1574,2260,2445
Ckap2,2644,3312,2308,1048,980,1124
Adgrl2,2305,2191,2779,1434,1895,1410
Nop9,3502,3338,3414,1081,1392,1705
Myg1,2403,1931,2186,1728,2339,1862
Hk2,1785,1850,1657,1580,2050,1916
Fbxw2,2350,1878,2722,1840,1806,1585
Vps37a,1332,1693,1857,2512,1987,1591
Mob1b,1677,2466,2309,1782,1159,1440
Ube2q2,1591,1720,1870,1712,2593,2182
Dctn6,1626,1822,1880,1688,1102,1703
Lrch3,1910,1751,1605,2114,1814,1742
Rai14,1872,1358,2311,1306,1352,1910
2017-03-09 00:00:00,1873,1221,1067,2507,2389,2555
Ppp1r7,2471,1671,2298,1942,1549,2076
Ttc9c,1992,2332,2298,2475,1494,2488
Afap1l1,1779,2133,1856,1787,1563,1790
Pus7,2426,2513,2056,1518,1472,1279
Elp5,2116,2060,2634,1327,2151,2257
Erp44,1460,1728,1740,1973,1585,1839
Dtymk,2389,3018,2060,1685,1721,1345
Cpne3,2105,1807,2223,1841,1783,1381
Spire2,1906,1450,1528,1771,2269,1640
Caskin1,1701,1445,897,2169,2458,1877
Ostc,2214,2206,1806,1657,1876,1650
Wsb1,1533,1829,1644,1902,2426,2417
Eny2,2139,2251,1844,1201,1389,1356
Rfc3,1943,2695,2007,1566,1320,1310
Mllt1,2231,2649,1825,1547,1911,2212
Lancl1,1545,2019,1735,2005,1720,2321
Dip2b,2077,2379,1186,1793,1907,2582
Nae1,2003,1985,2177,1755,1383,1299
Prps1,2647,3231,2121,1135,1786,1877
Ino80,1831,1497,1780,2535,2082,1333
Thoc3,1647,2549,2050,1817,1416,1545
Grk6,3001,2320,2560,1506,2132,1419
Znhit1,1876,1997,2068,1409,2158,1820
Sun2,2277,1439,2676,2643,1326,1564
Slc20a2,2479,2795,1577,1466,1446,1182
Tmem168,2057,1781,2138,1749,2214,1892
Nfe2l2,2226,1363,1929,1795,2084,1588
Asph,1801,1535,1019,1898,2567,1234
Mvb12a,2221,1676,1931,2415,2523,1941
Thoc1,1526,2052,1973,1398,1138,1615
Diexf,2323,1716,1959,1606,1411,1612
Oat,2335,2102,2459,1173,1395,1131
Tmem97,2042,2273,2268,1703,1981,1672
Chmp7,1730,1725,1628,2320,1839,1181
Mink1,2114,2823,1761,1663,1280,2083
Trim56,1969,1373,1754,2313,1836,2459
Fam179b,1358,2180,1913,1842,2384,1241
Dctn5,1829,2482,2129,1578,1828,2221
Egln2,1647,1830,3051,1730,1693,1757
Hdac3,2441,2374,1565,1313,1265,2166
Ppp2r1b,1922,2210,1780,1601,1178,1732
Elf2,1976,1858,1615,1792,2148,1629
Atp6v1f,1440,2064,1530,2124,1787,1584
Ssu72,1946,1469,2349,1671,2442,1989
Prkab1,2276,1727,2071,2627,1814,1766
Fig4,1621,1296,2137,2276,1902,1760
Maml1,1854,1820,2604,1684,2072,2123
D10Jhu81e,1220,1889,1110,1731,1918,1990
Pkd1,1842,1687,1648,1852,2008,2132
Erlec1,1800,1799,1375,1969,2969,1991
Sigmar1,1894,1856,2274,1510,1773,1074
Lsm7,2541,2559,1737,1631,1189,1493
Wdr3,1518,2185,2973,1140,1387,923
Mrpl2,1394,1810,1789,1443,997,1981
Mical1,1255,2163,1412,2011,1802,1531
Frs2,1729,1904,1572,1206,2170,1876
Slc4a1ap,1936,2153,1533,2547,2238,1877
Mgat5,1522,1594,1541,2409,2080,2092
Sgsm2,1241,1434,1135,2468,2106,1881
Eml3,2235,2026,2088,1942,2145,1755
Brpf1,1844,1649,1851,1643,1533,2175
Abhd12,1459,1945,1999,1747,1680,1994
Map2k4,1435,1971,1874,1944,1806,1330
Arrb2,2797,2067,2338,1716,1831,1614
Cstb,1131,1678,1979,2269,1592,1815
Shcbp1,2376,3392,2238,1139,1132,1393
Coasy,2079,1425,2008,2458,1947,2010
Angel2,2135,2021,1776,2239,2128,1572
Ncoa7,1723,2097,1708,1796,1736,1688
Adpgk,1730,1449,2035,1905,1681,1950
Nr1d2,2394,1686,1642,1232,1397,1674
Ndufa1,2348,2142,1678,1529,1791,1552
Tmem245,1581,2112,1419,1416,1672,1482
Rnaseh2a,2557,2309,1710,1326,1602,1421
Vwa5b1,1258,921,1271,2839,1615,1791
Zfp395,1702,1341,1184,1616,1916,1522
Nelfe,2462,2020,2596,1779,2157,1781
Rala,1593,1907,2204,1374,1500,1481
Snx12,1508,2430,2090,1491,1712,1134
Ddx47,2099,2137,1738,1840,1074,1908
Tma16,2941,2550,2132,1298,1332,1360
Trim23,1996,2375,1687,2290,2060,1553
Sh3gl1,1812,1173,2131,1892,2418,1343
Pdpr,2758,2148,1274,1707,2135,1426
Tmem189,1488,1682,1743,1769,1237,1839
Smurf1,2012,1879,1737,1815,1648,1483
Phf2,1664,1933,1985,1823,1503,1818
Mier3,1807,1517,2031,1402,1437,2934
Orc3,1815,1544,1666,1733,1616,1487
Unc80,2025,1680,1723,1763,2116,2171
Fam3c,1692,1961,1621,1589,1255,1462
Chsy1,1682,2123,2266,1484,1488,1523
Mdm4,1209,1522,1724,1977,1492,2018
Bcl2l1,1639,2197,1469,2889,1516,2540
Mettl13,2079,2183,2760,1870,1497,1442
Zranb1,1936,2594,1579,1653,1670,1927
Med6,1596,1715,1429,1647,1952,1941
Fzd4,1391,1651,1624,2363,2058,2104
Plod2,1620,1649,1366,2021,2058,2112
Stau2,1339,1113,1300,2192,3205,3352
Sucla2,2100,1604,1660,1501,1808,1961
Mxi1,1363,1343,1346,2648,1604,2388
Inpp5b,1570,2060,1959,1583,1543,2629
Mex3a,1253,2121,1408,2768,1678,2027
Kiz,1626,1513,1059,1830,2502,2507
Sulf2,2079,2440,2278,1533,1581,1899
Nova2,1911,1323,1318,2552,2107,1467
Cdk2,1647,2221,2971,1278,1003,1271
Klhl24,862,1504,1497,1565,2337,2310
Mzt1,1266,1710,1680,1931,2169,1758
Fbxw5,1362,1544,2416,1971,2149,2334
Peg13,1748,1084,1384,2310,1599,1924
Tipin,2568,2266,2284,889,1301,851
Zdhhc6,1837,1418,1815,2594,2155,1913
Gipc1,1865,1957,1974,1278,2488,1487
Dhx40,1942,2204,1968,2340,1276,1836
Tbc1d4,1596,1796,1795,1487,1725,1571
Morn4,1559,1508,1282,1671,2171,1891
Usp24,2024,1859,1864,1824,1393,1027
Tmem127,967,1590,1087,1860,1910,1974
Tacc2,1418,1267,1267,2947,1512,2188
Gab2,1492,1089,1205,3099,2200,2707
Tmem41b,1494,2349,1606,2105,2085,1794
Arl5b,1910,1579,1772,1436,1520,1425
Mcph1,1892,1932,2199,1314,1803,1729
Tulp3,1695,1467,1619,1820,1554,1431
Ecd,2495,2542,2025,1592,1741,1662
Rspry1,1631,1658,1730,1674,1881,1369
Ap1ar,1680,1636,2412,1523,1323,1610
Ocrl,1002,1426,2108,1844,1955,2149
Ccdc86,1923,2602,1780,1678,1479,1730
Zyx,1120,1807,1488,1696,1808,2035
Wdhd1,1812,2911,1836,994,687,891
Wee1,2691,2325,3333,1395,1754,1182
Zfp146,2025,2098,1218,1925,2123,1881
Arfip2,1255,2240,1747,1066,1884,1852
Sap130,2249,2181,1458,1801,1972,1825
Tef,1624,1143,1506,1840,1461,2012
Rnf139,1456,1203,1740,2240,2016,2221
Tcaf1,1826,1252,1782,1781,2190,1469
Stxbp5,1227,1734,1469,1540,2089,2523
Cdkn2aipnl,1361,1314,1914,3157,2086,1796
Ctdnep1,1388,1502,1585,1431,1338,2303
Spc25,1865,2306,1920,949,1339,1484
Abcd3,2060,1520,1520,1773,1888,1761
Tanc2,1143,1172,1262,2401,2706,1486
Pcmtd2,1114,1627,1848,2352,2099,1759
Tyw1,1612,2094,2239,1649,1728,1541
Edem1,1636,1819,1765,1584,2124,1609
Nol7,1864,2335,1378,2237,1823,1307
Gprin1,1956,2159,1644,1340,1894,1796
Rxrb,1469,1665,1867,1934,1933,1794
Kdm4b,960,1178,881,1735,2392,1911
Polr3h,1886,1530,2452,1506,1510,1950
Rec8,910,870,743,2604,2883,2837
Ttk,2047,2191,2408,1180,864,1315
Ascc1,1509,1726,1498,1708,2001,2387
Elovl7,2153,1751,1519,1664,1919,2369
Ankrd46,1476,2123,1631,1252,1964,1894
Thada,2046,2460,2205,1256,1482,1512
Cldnd1,2240,2164,2163,1415,1304,1765
Ier2,1733,2143,2560,1436,1739,1486
Katnb1,1580,1893,2351,1360,1475,1559
Tmem147,1354,1551,1691,1938,1578,1815
Stx6,1651,1538,1073,1963,2085,2138
Pkn2,1982,1539,1481,1946,1958,1230
Prkca,1640,1810,1546,2142,1913,2278
Lrrc75b,2102,2065,2340,1286,1536,1123
Cers6,2257,1269,2222,2007,1823,1248
Tbc1d23,1990,1072,1593,2002,1987,2241
Pip5k1a,1373,1565,1570,1285,1723,1654
Pnpla2,1620,1504,1654,2396,1528,1430
Daam1,1333,1247,1360,1822,2198,2190
Pias1,1908,2105,1902,1769,1595,1432
Scyl1,1647,1545,1973,2270,1879,1962
Kctd17,1490,1350,1616,1647,1818,1843
Hmox1,1603,1868,1120,2082,1617,1593
Abcb8,1188,1955,1523,1638,1337,1606
Sgpp1,1863,2499,1102,1441,2214,2033
Snx4,1465,1376,1588,2273,1013,1778
Nupl1,2122,1877,3175,1436,1259,1890
Trappc5,1475,1657,2223,2061,1911,1680
Insr,1465,2067,1699,2484,1812,2037
Pbdc1,1770,2394,3165,1530,1356,1240
Nfxl1,1284,1570,1295,2132,1940,1655
Diablo,2181,2190,2079,1376,1696,1580
Pepd,2100,2158,2528,1046,881,1173
Trim32,1726,1547,1416,1929,1566,1822
Pde4b,1611,1970,1788,1638,1680,1760
Fbxl18,1591,1442,1783,1469,2454,1741
Ciz1,1309,1709,1869,1551,1800,1382
Atpif1,1389,1618,1376,1960,2727,2063
Kif23,2091,2400,2253,1370,877,1105
Tub,2812,3289,2876,895,951,842
Atox1,2149,2428,2020,1139,1494,1087
Pcmtd1,1395,1429,1271,2056,2517,2221
Wdr92,1935,1147,1798,1537,1339,1654
2810403A07Rik,1776,1337,1690,1542,1579,1890
Hspbp1,2269,1900,2125,1490,1042,1357
Tor3a,1944,1594,1382,2714,1407,1763
Ndufs6,1801,1463,1820,2407,1447,1554
Ndel1,1572,1562,1563,1405,1138,1693
Zdhhc7,1844,1782,1351,2655,1661,1827
Fam210a,1535,1491,2199,1348,1787,1603
Trappc4,1816,1661,1753,1610,2241,1812
Osbpl2,1728,1400,1493,1809,1565,1469
Palld,1830,1397,1850,2387,2561,2725
